policy,seed,total_reward,final_revenue,units_sold,initial_inventory,sell_through_pct,spoilage_pct,mean_price,mean_discount_depth_pct,steps
dqn,5000058,1873655.2027276198,1827256.4996,100,100,100.0,0.0,18599.84172666667,2.5063333333333317,30
dqn,5000059,1733627.0178876973,1721058.4310400004,100,100,100.0,0.0,18585.13753481482,6.287111111111107,27
dqn,5000060,1352029.5565495612,1455573.8327561226,100,100,100.0,0.0,17605.997114600214,18.059280021714276,28
dqn,5000061,1804619.1552959997,1851481.7440000002,95,100,95.0,5.0,19626.17453333334,1.6266666666666658,30
dqn,5000062,1980329.7864999997,1926358.1245000002,100,100,100.0,0.0,19275.218825,0.0,30
dqn,5000063,1659170.4267082668,1652765.2959999999,100,100,100.0,0.0,17536.4976,8.079999999999997,28
dqn,5000064,1935950.1263413616,1959190.9093975,96,100,96.0,4.0,20761.01600873334,0.8322366666666642,30
dqn,5000065,2016022.4700965348,1999774.3734298686,98,100,98.0,2.0,20717.36779310669,0.0,30
dqn,5000066,2195888.649762449,2144174.8973960695,100,100,100.0,0.0,22851.214385484604,1.1067063405996622,30
dqn,5000067,1944673.0045000007,1928170.5345000003,98,100,98.0,2.0,19696.524658333332,0.0,30
dqn,5000068,1963643.49948689,1984870.9541535564,96,100,96.0,4.0,21321.171063261216,0.0,30
dqn,5000069,1745359.24263488,1721385.0464,100,100,100.0,0.0,17868.200426666666,6.34133333333333,30
dqn,5000070,1536021.5915027163,1580498.3799201604,100,100,100.0,0.0,17897.61327837462,13.182851420689648,29
dqn,5000071,1722416.1741439998,1697026.256,100,100,100.0,0.0,17622.984533333336,7.626666666666665,30
dqn,5000072,1873702.8445000001,1876335.6085,97,100,97.0,3.0,19375.45781666667,0.0,30
dqn,5000073,1727000.4706429958,1740368.808264917,100,100,100.0,0.0,20969.253529738253,10.644940933976716,27
dqn,5000074,1411891.977730013,1476091.738307392,100,100,100.0,0.0,16946.46376885943,14.279887542857136,28
dqn,5000075,1763809.0467396157,1729898.5132795,100,100,100.0,0.0,18016.125503910716,5.641053571428568,28
dqn,5000076,1976034.8517499997,1921395.4597500002,100,100,100.0,0.0,19275.218825,0.0,30
dqn,5000077,1973539.608333333,1919389.885,100,100,100.0,0.0,19174.979833333335,0.0,30
dqn,5000078,1952012.1631819066,1899766.2542000003,100,100,100.0,0.0,19349.289159999997,1.8196666666666645,30
dqn,5000079,744513.2184951965,1009745.987527527,100,100,100.0,0.0,14436.17433087147,26.830777173333324,24
dqn,5000080,1854552.3102607243,1914266.4502607249,94,100,94.0,6.0,21117.30284942869,0.0,30
dqn,5000081,1799967.6189946888,1786824.5361716005,100,100,100.0,0.0,19278.883682485517,7.219022896551719,29
